Format Version,1.23,Take Name,rec4,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-18 04.41.51.694 PM,Total Frames in Take,7268,Total Exported Frames,7268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
5737,47.808333,-0.005171,0.999869,0.001460,0.015304,-1.561036,1.325033,0.188592,0.001497
5738,47.816667,-0.005220,0.999872,0.001319,0.015043,-1.561102,1.325022,0.188514,0.001463
5739,47.825000,-0.005448,0.999870,0.001116,0.015104,-1.561043,1.325047,0.188522,0.001460
5740,47.833333,-0.005264,0.999871,0.001092,0.015121,-1.561104,1.325019,0.188488,0.001463
5741,47.841667,-0.005350,0.999872,0.000869,0.015045,-1.561066,1.325031,0.188494,0.001449
5742,47.850000,-0.005508,0.999869,0.000738,0.015239,-1.561065,1.325034,0.188482,0.001452
5743,47.858333,-0.005605,0.999868,0.000459,0.015235,-1.561053,1.325041,0.188500,0.001465
5744,47.866667,-0.005441,0.999864,0.000577,0.015531,-1.561043,1.325016,0.188501,0.001475
5745,47.875000,-0.005582,0.999864,0.000279,0.015528,-1.561031,1.325020,0.188516,0.001491
5746,47.883333,-0.005637,0.999861,0.000228,0.015681,-1.561075,1.325011,0.188502,0.001508
5747,47.891667,-0.005717,0.999861,-0.000023,0.015666,-1.561050,1.325010,0.188493,0.001486
5748,47.900000,-0.005839,0.999860,-0.000334,0.015702,-1.561037,1.325014,0.188501,0.001502
5749,47.908333,-0.005899,0.999857,-0.000485,0.015817,-1.561049,1.325004,0.188480,0.001497
5750,47.916667,-0.006018,0.999856,-0.000712,0.015834,-1.561053,1.325008,0.188473,0.001499
5751,47.925000,-0.011313,0.999765,-0.007426,0.016958,-1.561654,1.325631,0.188151,0.001587
5752,47.933333,-0.011304,0.999763,-0.007508,0.017009,-1.561665,1.325625,0.188126,0.001572
5753,47.941667,-0.011638,0.999758,-0.008025,0.016872,-1.561690,1.325633,0.188098,0.001568
5754,47.950000,-0.011517,0.999759,-0.008214,0.016816,-1.561684,1.325625,0.188091,0.001532
5755,47.958333,-0.011683,0.999750,-0.008758,0.016965,-1.561683,1.325633,0.188069,0.001558
5756,47.966667,-0.011515,0.999749,-0.008931,0.017026,-1.561684,1.325637,0.188060,0.001574
5757,47.975000,-0.011513,0.999750,-0.008988,0.016911,-1.561705,1.325665,0.188037,0.001575
5758,47.983333,-0.011372,0.999749,-0.009275,0.016929,-1.561699,1.325668,0.188012,0.001546
5759,47.991667,-0.011219,0.999750,-0.009467,0.016884,-1.561687,1.325655,0.188008,0.001510
5760,48.000000,-0.010813,0.999753,-0.009652,0.016859,-1.561657,1.325671,0.188003,0.001529
5761,48.008333,-0.010604,0.999751,-0.009954,0.016912,-1.561650,1.325681,0.187997,0.001541
5762,48.016667,-0.010335,0.999752,-0.010087,0.016941,-1.561644,1.325680,0.188012,0.001559
5763,48.025000,-0.010007,0.999751,-0.010369,0.017064,-1.561608,1.325669,0.188041,0.001526
5764,48.033333,-0.010027,0.999743,-0.010695,0.017286,-1.561593,1.325662,0.188091,0.001538
5765,48.041667,-0.009949,0.999742,-0.010966,0.017244,-1.561576,1.325665,0.188133,0.001550
5766,48.050000,-0.009821,0.999741,-0.011149,0.017225,-1.561563,1.325668,0.188160,0.001535
5767,48.058333,-0.009816,0.999740,-0.011332,0.017192,-1.561550,1.325669,0.188197,0.001544
5768,48.066667,-0.009720,0.999740,-0.011505,0.017129,-1.561534,1.325665,0.188233,0.001531
5769,48.075000,-0.009397,0.999747,-0.011453,0.016942,-1.561475,1.325643,0.188281,0.001490
5770,48.083333,-0.009317,0.999744,-0.011743,0.016938,-1.561462,1.325651,0.188322,0.001500
5771,48.091667,-0.009202,0.999743,-0.011856,0.016998,-1.561466,1.325680,0.188404,0.001580
5772,48.100000,-0.009141,0.999742,-0.012075,0.016929,-1.561433,1.325667,0.188479,0.001547
5773,48.108333,-0.009204,0.999738,-0.012492,0.016851,-1.561397,1.325677,0.188566,0.001541
5774,48.116667,-0.009168,0.999739,-0.012619,0.016717,-1.561345,1.325677,0.188652,0.001538
5775,48.125000,-0.009669,0.999727,-0.013180,0.016689,-1.561321,1.325667,0.188749,0.001556
5776,48.133333,-0.009745,0.999724,-0.013402,0.016631,-1.561293,1.325671,0.188822,0.001542
5777,48.141667,-0.009780,0.999724,-0.013676,0.016399,-1.561239,1.325659,0.188904,0.001543
5778,48.150000,-0.008640,0.999754,-0.012893,0.015880,-1.561027,1.325522,0.189044,0.001388
5779,48.158333,-0.008568,0.999751,-0.013176,0.015856,-1.561021,1.325538,0.189076,0.001393
5780,48.166667,-0.006452,0.999799,-0.010875,0.015527,-1.560705,1.325292,0.189269,0.001323
5781,48.175000,-0.006463,0.999794,-0.011339,0.015527,-1.560725,1.325306,0.189323,0.001260
5782,48.183333,-0.006678,0.999785,-0.012019,0.015511,-1.560745,1.325344,0.189333,0.001265
5783,48.191667,-0.006586,0.999783,-0.012361,0.015436,-1.560741,1.325365,0.189376,0.001278
5784,48.200000,-0.006724,0.999775,-0.012894,0.015457,-1.560762,1.325387,0.189434,0.001298
5785,48.208333,-0.006816,0.999765,-0.013549,0.015473,-1.560797,1.325439,0.189454,0.001292
5786,48.216667,-0.007738,0.999699,-0.016901,0.016041,-1.561036,1.325889,0.189311,0.001570
5787,48.225000,-0.006973,0.999702,-0.017007,0.016094,-1.560985,1.326038,0.189291,0.001628
5788,48.233333,-0.003503,0.999833,-0.011290,0.013963,-1.560209,1.325471,0.189611,0.001431
5789,48.241667,-0.005301,0.999705,-0.017982,0.015479,-1.560872,1.326311,0.189283,0.001344
5790,48.250000,-0.004785,0.999705,-0.018262,0.015304,-1.560784,1.326414,0.189280,0.001331
5791,48.258333,-0.004691,0.999722,-0.017769,0.014757,-1.560539,1.326373,0.189283,0.001359
5792,48.266667,-0.004262,0.999724,-0.017862,0.014655,-1.560480,1.326444,0.189294,0.001351
5793,48.275000,-0.003562,0.999726,-0.017951,0.014617,-1.560450,1.326551,0.189317,0.001349
5794,48.283333,-0.002681,0.999710,-0.018730,0.014875,-1.560547,1.326746,0.189387,0.001341
5795,48.291667,-0.001111,0.999748,-0.017045,0.014540,-1.560282,1.326647,0.189578,0.001256
5796,48.300000,-0.001435,0.999740,-0.017437,0.014594,-1.560258,1.326758,0.189675,0.001234
5797,48.308333,-0.001512,0.999736,-0.017547,0.014746,-1.560295,1.326870,0.189770,0.001222
5798,48.316667,-0.004088,0.999656,-0.020750,0.015491,-1.560654,1.327283,0.189665,0.001437
5799,48.325000,-0.004577,0.999650,-0.021034,0.015406,-1.560683,1.327382,0.189713,0.001436
5800,48.333333,-0.004320,0.999652,-0.020818,0.015605,-1.560707,1.327493,0.189771,0.001643
5801,48.341667,-0.003820,0.999656,-0.020782,0.015551,-1.560679,1.327556,0.189839,0.001651
5802,48.350000,-0.001986,0.999653,-0.021295,0.015367,-1.560537,1.327565,0.189923,0.001587
5803,48.358333,0.005668,0.999751,-0.015815,0.014690,-1.559818,1.326933,0.190274,0.001458
5804,48.366667,0.006400,0.999741,-0.016335,0.014499,-1.559555,1.326827,0.190296,0.001463
5805,48.375000,0.001556,0.999608,-0.022259,0.016932,-1.559730,1.327198,0.190079,0.001245
5806,48.383333,0.006526,0.999733,-0.015951,0.015389,-1.559205,1.326828,0.190364,0.000555
5807,48.391667,0.006152,0.999744,-0.016148,0.014607,-1.559578,1.326835,0.190298,0.001461
5808,48.400000,0.006040,0.999744,-0.016177,0.014607,-1.559571,1.326838,0.190294,0.001461
5809,48.408333,0.006062,0.999744,-0.016214,0.014573,-1.559566,1.326837,0.190291,0.001462
5810,48.416667,0.006085,0.999744,-0.016201,0.014569,-1.559565,1.326838,0.190291,0.001460
5811,48.425000,0.006440,0.999734,-0.015922,0.015397,-1.559192,1.326830,0.190366,0.000554
5812,48.433333,0.001779,0.999608,-0.022182,0.016963,-1.559697,1.327215,0.190116,0.001249
5813,48.441667,0.001833,0.999608,-0.022170,0.016978,-1.559697,1.327211,0.190175,0.001227
5814,48.450000,0.001817,0.999607,-0.022193,0.017010,-1.559687,1.327205,0.190244,0.001208
5815,48.458333,0.002337,0.999640,-0.021569,0.015771,-1.560179,1.327439,0.190245,0.001631
5816,48.466667,0.002293,0.999638,-0.021632,0.015839,-1.560189,1.327443,0.190310,0.001630
5817,48.475000,0.002378,0.999640,-0.021488,0.015864,-1.560194,1.327432,0.190368,0.001642
5818,48.483333,0.002407,0.999640,-0.021475,0.015899,-1.560201,1.327435,0.190405,0.001656
5819,48.491667,0.002395,0.999638,-0.021569,0.015914,-1.560202,1.327428,0.190423,0.001635
5820,48.500000,0.002316,0.999638,-0.021642,0.015845,-1.560225,1.327435,0.190442,0.001649
5821,48.508333,0.002403,0.999639,-0.021482,0.015927,-1.560209,1.327427,0.190430,0.001648
5822,48.516667,0.002106,0.999645,-0.021521,0.015568,-1.560184,1.327395,0.190487,0.001670
5823,48.525000,0.002088,0.999644,-0.021531,0.015594,-1.560184,1.327392,0.190483,0.001661
5824,48.533333,0.002106,0.999643,-0.021543,0.015662,-1.560182,1.327397,0.190478,0.001692
5825,48.541667,0.002435,0.999640,-0.021444,0.015932,-1.560210,1.327420,0.190431,0.001648
5826,48.550000,0.002431,0.999641,-0.021444,0.015910,-1.560205,1.327423,0.190424,0.001655
5827,48.558333,0.001986,0.999607,-0.022060,0.017158,-1.559751,1.327216,0.190499,0.001267
5828,48.566667,0.002334,0.999638,-0.021549,0.015921,-1.560217,1.327429,0.190415,0.001631
5829,48.575000,0.002500,0.999641,-0.021370,0.015970,-1.560219,1.327427,0.190405,0.001678
5830,48.583333,0.002362,0.999639,-0.021520,0.015922,-1.560231,1.327429,0.190395,0.001632
5831,48.591667,0.002141,0.999610,-0.021850,0.017288,-1.559749,1.327211,0.190452,0.001258
5832,48.600000,0.002298,0.999638,-0.021589,0.015917,-1.560265,1.327416,0.190373,0.001634
5833,48.608333,0.002248,0.999635,-0.021642,0.015994,-1.560298,1.327432,0.190356,0.001639
5834,48.616667,0.002274,0.999634,-0.021624,0.016077,-1.560315,1.327427,0.190349,0.001649
5835,48.625000,0.001964,0.999633,-0.021630,0.016208,-1.560374,1.327422,0.190339,0.001651
5836,48.633333,0.001971,0.999632,-0.021627,0.016285,-1.560406,1.327418,0.190342,0.001643
5837,48.641667,0.001691,0.999627,-0.021812,0.016350,-1.560462,1.327414,0.190343,0.001616
5838,48.650000,0.001584,0.999606,-0.022463,0.016748,-1.560570,1.327471,0.190323,0.001642
5839,48.658333,0.001482,0.999624,-0.021819,0.016540,-1.560647,1.327500,0.190321,0.001621
5840,48.666667,0.006928,0.999700,-0.016875,0.016370,-1.560247,1.326937,0.190661,0.001554
5841,48.675000,0.006569,0.999714,-0.016319,0.016225,-1.560369,1.326981,0.190660,0.001515
5842,48.683333,0.006607,0.999713,-0.016290,0.016293,-1.560416,1.326977,0.190675,0.001513
5843,48.691667,0.006631,0.999711,-0.016270,0.016392,-1.560442,1.326972,0.190689,0.001512
5844,48.700000,0.006640,0.999710,-0.016302,0.016457,-1.560467,1.326967,0.190699,0.001512
5845,48.708333,0.003170,0.999637,-0.020781,0.016869,-1.560900,1.327361,0.190518,0.001355
5846,48.716667,0.006779,0.999710,-0.016262,0.016424,-1.560522,1.326972,0.190726,0.001490
5847,48.725000,0.003433,0.999642,-0.020457,0.016924,-1.560849,1.327296,0.190553,0.001334
5848,48.733333,0.005591,0.999687,-0.017728,0.016726,-1.560555,1.327052,0.190723,0.001276
5849,48.741667,0.003216,0.999637,-0.020680,0.016941,-1.560869,1.327317,0.190549,0.001344
5850,48.750000,0.005378,0.999685,-0.017939,0.016741,-1.560575,1.327067,0.190715,0.001277
5851,48.758333,0.003238,0.999638,-0.020670,0.016910,-1.560854,1.327312,0.190552,0.001340
5852,48.766667,0.006654,0.999708,-0.016385,0.016478,-1.560510,1.326959,0.190733,0.001491
5853,48.775000,0.003290,0.999639,-0.020609,0.016927,-1.560852,1.327306,0.190544,0.001340
5854,48.783333,0.005446,0.999685,-0.017869,0.016744,-1.560560,1.327063,0.190703,0.001277
5855,48.791667,0.003148,0.999639,-0.020607,0.016979,-1.560857,1.327334,0.190513,0.001355
5856,48.800000,0.006752,0.999711,-0.016151,0.016501,-1.560501,1.326986,0.190698,0.001509
5857,48.808333,0.003081,0.999636,-0.020710,0.016991,-1.560868,1.327348,0.190494,0.001369
5858,48.816667,0.003058,0.999635,-0.020758,0.017000,-1.560882,1.327358,0.190479,0.001368
5859,48.825000,0.003201,0.999639,-0.020570,0.016986,-1.560859,1.327335,0.190480,0.001360
5860,48.833333,0.003063,0.999636,-0.020756,0.016997,-1.560882,1.327359,0.190463,0.001371
5861,48.841667,0.006612,0.999709,-0.016289,0.016500,-1.560507,1.326984,0.190653,0.001509
5862,48.850000,0.003066,0.999636,-0.020771,0.016960,-1.560891,1.327367,0.190457,0.001368
5863,48.858333,0.003042,0.999635,-0.020790,0.016975,-1.560899,1.327369,0.190452,0.001367
5864,48.866667,0.003266,0.999642,-0.020486,0.016903,-1.560898,1.327363,0.190470,0.001368
5865,48.875000,0.002950,0.999633,-0.020900,0.016994,-1.560908,1.327374,0.190460,0.001373
5866,48.883333,0.003137,0.999638,-0.020626,0.016964,-1.560884,1.327348,0.190480,0.001365
5867,48.891667,0.003071,0.999636,-0.020761,0.016979,-1.560892,1.327356,0.190481,0.001363
5868,48.900000,0.003128,0.999639,-0.020613,0.016972,-1.560882,1.327343,0.190497,0.001362
5869,48.908333,0.003222,0.999641,-0.020527,0.016940,-1.560895,1.327355,0.190506,0.001366
5870,48.916667,0.003174,0.999638,-0.020634,0.016986,-1.560880,1.327338,0.190516,0.001365
5871,48.925000,0.003393,0.999642,-0.020499,0.016854,-1.560881,1.327328,0.190536,0.001344
5872,48.933333,0.006636,0.999708,-0.016431,0.016465,-1.560527,1.326963,0.190724,0.001487
5873,48.941667,0.003008,0.999635,-0.020798,0.016995,-1.560896,1.327351,0.190524,0.001370
5874,48.950000,0.004961,0.999676,-0.018503,0.016791,-1.560634,1.327109,0.190687,0.001292
5875,48.958333,0.003249,0.999638,-0.020660,0.016923,-1.560872,1.327311,0.190554,0.001344
5876,48.966667,0.005278,0.999681,-0.018150,0.016765,-1.560597,1.327081,0.190705,0.001273
5877,48.975000,0.003383,0.999641,-0.020510,0.016926,-1.560852,1.327297,0.190559,0.001339
5878,48.983333,0.005524,0.999686,-0.017813,0.016717,-1.560571,1.327057,0.190715,0.001273
5879,48.991667,0.003072,0.999633,-0.020905,0.016966,-1.560902,1.327341,0.190525,0.001351
5880,49.000000,0.006667,0.999709,-0.016266,0.016543,-1.560505,1.326972,0.190708,0.001510
5881,49.008333,0.003171,0.999638,-0.020627,0.016979,-1.560867,1.327333,0.190513,0.001357
5882,49.016667,0.003322,0.999642,-0.020455,0.016918,-1.560878,1.327346,0.190505,0.001360
5883,49.025000,0.003089,0.999636,-0.020728,0.016994,-1.560895,1.327352,0.190481,0.001370
5884,49.033333,0.003144,0.999638,-0.020645,0.016954,-1.560878,1.327343,0.190484,0.001363
5885,49.041667,0.003313,0.999644,-0.020411,0.016884,-1.560879,1.327350,0.190482,0.001358
5886,49.050000,0.003230,0.999641,-0.020531,0.016896,-1.560899,1.327370,0.190468,0.001357
5887,49.058333,0.003367,0.999643,-0.020419,0.016883,-1.560881,1.327350,0.190478,0.001360
5888,49.066667,0.003264,0.999642,-0.020507,0.016896,-1.560897,1.327365,0.190469,0.001365
5889,49.075000,0.003199,0.999640,-0.020571,0.016944,-1.560876,1.327346,0.190474,0.001362
5890,49.083333,0.003199,0.999639,-0.020596,0.016965,-1.560876,1.327341,0.190473,0.001357
5891,49.091667,0.003173,0.999640,-0.020566,0.016919,-1.560870,1.327339,0.190481,0.001355
5892,49.100000,0.003280,0.999642,-0.020492,0.016905,-1.560885,1.327357,0.190491,0.001364
5893,49.108333,0.003373,0.999644,-0.020355,0.016944,-1.560842,1.327313,0.190506,0.001349
5894,49.116667,0.003297,0.999642,-0.020455,0.016948,-1.560847,1.327318,0.190514,0.001351
5895,49.125000,0.003312,0.999640,-0.020556,0.016914,-1.560858,1.327311,0.190530,0.001345
5896,49.133333,0.003507,0.999645,-0.020356,0.016841,-1.560857,1.327311,0.190539,0.001333
5897,49.141667,0.003055,0.999633,-0.020892,0.016950,-1.560891,1.327337,0.190526,0.001351
5898,49.150000,0.003316,0.999639,-0.020586,0.016933,-1.560856,1.327305,0.190548,0.001337
5899,49.158333,0.003347,0.999639,-0.020576,0.016950,-1.560853,1.327303,0.190553,0.001339
5900,49.166667,0.005579,0.999687,-0.017763,0.016729,-1.560557,1.327055,0.190729,0.001277
5901,49.175000,0.005377,0.999684,-0.017965,0.016731,-1.560581,1.327068,0.190718,0.001275
5902,49.183333,0.005756,0.999691,-0.017511,0.016680,-1.560558,1.327058,0.190729,0.001275
5903,49.191667,0.005376,0.999683,-0.017995,0.016746,-1.560587,1.327072,0.190708,0.001275
5904,49.200000,0.005619,0.999689,-0.017654,0.016697,-1.560556,1.327052,0.190714,0.001277
5905,49.208333,0.003355,0.999641,-0.020517,0.016902,-1.560853,1.327301,0.190540,0.001336
5906,49.216667,0.003275,0.999639,-0.020627,0.016932,-1.560881,1.327319,0.190521,0.001345
5907,49.225000,0.003215,0.999639,-0.020574,0.016978,-1.560863,1.327329,0.190512,0.001357
5908,49.233333,0.003495,0.999647,-0.020197,0.016887,-1.560852,1.327323,0.190517,0.001349
5909,49.241667,0.003316,0.999643,-0.020421,0.016925,-1.560853,1.327323,0.190505,0.001349
5910,49.250000,0.003466,0.999647,-0.020219,0.016905,-1.560860,1.327332,0.190503,0.001360
5911,49.258333,0.003278,0.999641,-0.020485,0.016951,-1.560862,1.327329,0.190490,0.001354
5912,49.266667,0.006575,0.999710,-0.016285,0.016476,-1.560523,1.326985,0.190659,0.001498
5913,49.275000,0.003279,0.999641,-0.020514,0.016952,-1.560857,1.327328,0.190485,0.001351
5914,49.283333,0.003267,0.999641,-0.020495,0.016958,-1.560865,1.327331,0.190487,0.001355
5915,49.291667,0.003324,0.999642,-0.020455,0.016906,-1.560887,1.327354,0.190483,0.001359
5916,49.300000,0.003433,0.999646,-0.020290,0.016870,-1.560855,1.327335,0.190501,0.001349
5917,49.308333,0.003273,0.999642,-0.020448,0.016960,-1.560867,1.327327,0.190498,0.001359
5918,49.316667,0.003491,0.999646,-0.020240,0.016894,-1.560854,1.327326,0.190514,0.001352
5919,49.325000,0.003253,0.999641,-0.020490,0.016948,-1.560850,1.327320,0.190513,0.001348
5920,49.333333,0.003448,0.999645,-0.020285,0.016953,-1.560830,1.327299,0.190534,0.001350
5921,49.341667,0.005579,0.999689,-0.017616,0.016749,-1.560562,1.327081,0.190698,0.001289
5922,49.350000,0.003433,0.999643,-0.020441,0.016858,-1.560878,1.327323,0.190545,0.001341
5923,49.358333,0.005281,0.999682,-0.017998,0.016828,-1.560591,1.327087,0.190693,0.001291
5924,49.366667,0.003270,0.999637,-0.020680,0.016956,-1.560876,1.327311,0.190546,0.001343
5925,49.375000,0.003300,0.999640,-0.020553,0.016911,-1.560868,1.327303,0.190554,0.001337
5926,49.383333,0.005534,0.999686,-0.017816,0.016729,-1.560572,1.327057,0.190723,0.001272
5927,49.391667,0.005600,0.999688,-0.017735,0.016699,-1.560589,1.327072,0.190716,0.001273
5928,49.400000,0.003522,0.999645,-0.020333,0.016865,-1.560862,1.327304,0.190559,0.001330
5929,49.408333,0.003395,0.999641,-0.020476,0.016925,-1.560854,1.327292,0.190552,0.001338
5930,49.416667,0.006653,0.999707,-0.016423,0.016501,-1.560529,1.326961,0.190719,0.001496
5931,49.425000,0.003131,0.999636,-0.020788,0.016945,-1.560908,1.327338,0.190514,0.001350
5932,49.433333,0.003263,0.999638,-0.020668,0.016941,-1.560891,1.327323,0.190516,0.001350
5933,49.441667,0.003467,0.999647,-0.020215,0.016888,-1.560848,1.327322,0.190521,0.001350
5934,49.450000,0.003287,0.999642,-0.020441,0.016955,-1.560856,1.327321,0.190503,0.001353
5935,49.458333,0.003109,0.999637,-0.020678,0.016994,-1.560894,1.327354,0.190479,0.001368
5936,49.466667,0.003417,0.999645,-0.020291,0.016949,-1.560839,1.327312,0.190498,0.001350
5937,49.475000,0.003468,0.999647,-0.020242,0.016882,-1.560859,1.327335,0.190489,0.001350
5938,49.483333,0.003623,0.999652,-0.019991,0.016844,-1.560822,1.327308,0.190505,0.001343
5939,49.491667,0.003395,0.999645,-0.020297,0.016938,-1.560836,1.327311,0.190490,0.001351
5940,49.500000,0.003405,0.999645,-0.020324,0.016912,-1.560863,1.327341,0.190488,0.001359
5941,49.508333,0.003454,0.999646,-0.020250,0.016892,-1.560849,1.327330,0.190496,0.001354
5942,49.516667,0.003384,0.999645,-0.020324,0.016887,-1.560861,1.327342,0.190493,0.001355
5943,49.525000,0.003344,0.999645,-0.020366,0.016873,-1.560863,1.327343,0.190496,0.001356
5944,49.533333,0.003462,0.999647,-0.020181,0.016925,-1.560815,1.327294,0.190519,0.001347
5945,49.541667,0.003297,0.999641,-0.020479,0.016983,-1.560845,1.327320,0.190512,0.001357
5946,49.550000,0.003425,0.999646,-0.020242,0.016944,-1.560829,1.327296,0.190530,0.001348
5947,49.558333,0.003147,0.999634,-0.020827,0.016980,-1.560888,1.327333,0.190523,0.001357
5948,49.566667,0.005273,0.999682,-0.018093,0.016737,-1.560609,1.327086,0.190683,0.001274
5949,49.575000,0.003245,0.999640,-0.020520,0.016974,-1.560867,1.327321,0.190528,0.001356
5950,49.583333,0.003472,0.999646,-0.020255,0.016918,-1.560849,1.327315,0.190543,0.001349
5951,49.591667,0.003316,0.999639,-0.020589,0.016952,-1.560858,1.327300,0.190545,0.001335
5952,49.600000,0.003119,0.999635,-0.020809,0.016971,-1.560909,1.327334,0.190523,0.001354
5953,49.608333,0.005376,0.999684,-0.017952,0.016734,-1.560594,1.327073,0.190692,0.001271
5954,49.616667,0.005639,0.999689,-0.017619,0.016702,-1.560561,1.327046,0.190708,0.001274
5955,49.625000,0.003317,0.999641,-0.020551,0.016891,-1.560864,1.327305,0.190530,0.001337
5956,49.633333,0.003246,0.999639,-0.020636,0.016909,-1.560874,1.327315,0.190524,0.001344
5957,49.641667,0.003252,0.999640,-0.020513,0.016979,-1.560863,1.327327,0.190504,0.001356
5958,49.650000,0.003326,0.999642,-0.020402,0.016965,-1.560840,1.327311,0.190511,0.001354
5959,49.658333,0.003183,0.999640,-0.020574,0.016922,-1.560895,1.327364,0.190483,0.001364
5960,49.666667,0.003171,0.999639,-0.020585,0.016970,-1.560863,1.327335,0.190486,0.001360
5961,49.675000,0.003103,0.999637,-0.020683,0.016989,-1.560874,1.327346,0.190476,0.001368
5962,49.683333,0.003213,0.999640,-0.020544,0.016966,-1.560852,1.327331,0.190478,0.001357
5963,49.691667,0.003145,0.999638,-0.020633,0.016962,-1.560858,1.327337,0.190468,0.001358
5964,49.700000,0.006588,0.999709,-0.016321,0.016518,-1.560497,1.326981,0.190649,0.001510
5965,49.708333,0.003324,0.999644,-0.020399,0.016888,-1.560861,1.327348,0.190467,0.001358
5966,49.716667,0.003188,0.999639,-0.020576,0.016970,-1.560861,1.327339,0.190468,0.001370
5967,49.725000,0.003214,0.999640,-0.020534,0.016967,-1.560845,1.327334,0.190473,0.001361
5968,49.733333,0.006589,0.999708,-0.016335,0.016529,-1.560498,1.326985,0.190656,0.001512
5969,49.741667,0.003304,0.999642,-0.020430,0.016952,-1.560822,1.327318,0.190490,0.001349
5970,49.750000,0.006755,0.999710,-0.016164,0.016509,-1.560495,1.326984,0.190674,0.001512
5971,49.758333,0.003270,0.999640,-0.020509,0.016987,-1.560846,1.327321,0.190493,0.001361
5972,49.766667,0.003416,0.999645,-0.020298,0.016922,-1.560850,1.327331,0.190502,0.001360
5973,49.775000,0.003308,0.999643,-0.020398,0.016956,-1.560828,1.327310,0.190513,0.001353
5974,49.783333,0.003297,0.999641,-0.020451,0.016979,-1.560840,1.327312,0.190512,0.001359
5975,49.791667,0.003331,0.999643,-0.020378,0.016956,-1.560830,1.327311,0.190523,0.001359
5976,49.800000,0.003362,0.999641,-0.020500,0.016899,-1.560841,1.327301,0.190528,0.001337
5977,49.808333,0.003327,0.999642,-0.020429,0.016980,-1.560837,1.327312,0.190521,0.001363
5978,49.816667,0.003228,0.999640,-0.020538,0.016971,-1.560843,1.327319,0.190516,0.001357
5979,49.825000,0.003390,0.999644,-0.020344,0.016939,-1.560823,1.327304,0.190523,0.001347
5980,49.833333,0.006652,0.999708,-0.016301,0.016541,-1.560491,1.326971,0.190695,0.001507
5981,49.841667,0.003267,0.999640,-0.020520,0.016975,-1.560848,1.327325,0.190508,0.001361
5982,49.850000,0.003296,0.999641,-0.020450,0.016977,-1.560830,1.327315,0.190513,0.001356
5983,49.858333,0.006772,0.999711,-0.016146,0.016487,-1.560493,1.326981,0.190689,0.001507
5984,49.866667,0.003226,0.999639,-0.020578,0.016970,-1.560837,1.327327,0.190499,0.001357
5985,49.875000,0.003116,0.999637,-0.020679,0.016988,-1.560852,1.327342,0.190486,0.001362
5986,49.883333,0.003250,0.999640,-0.020533,0.016950,-1.560833,1.327328,0.190484,0.001346
5987,49.891667,0.006626,0.999709,-0.016313,0.016519,-1.560486,1.326979,0.190665,0.001506
5988,49.900000,0.003114,0.999637,-0.020692,0.016970,-1.560858,1.327346,0.190471,0.001363
5989,49.908333,0.003061,0.999636,-0.020775,0.016967,-1.560864,1.327356,0.190466,0.001364
5990,49.916667,0.003034,0.999634,-0.020835,0.017007,-1.560882,1.327368,0.190464,0.001378
5991,49.925000,0.006658,0.999709,-0.016276,0.016505,-1.560487,1.326976,0.190664,0.001508
5992,49.933333,0.003116,0.999637,-0.020687,0.016967,-1.560858,1.327345,0.190477,0.001367
5993,49.941667,0.002994,0.999634,-0.020856,0.016993,-1.560880,1.327361,0.190469,0.001370
5994,49.950000,0.003149,0.999638,-0.020635,0.016956,-1.560855,1.327339,0.190487,0.001356
5995,49.958333,0.003099,0.999637,-0.020696,0.016979,-1.560869,1.327346,0.190483,0.001365
5996,49.966667,0.003030,0.999636,-0.020751,0.016997,-1.560874,1.327351,0.190487,0.001370
5997,49.975000,0.003067,0.999636,-0.020723,0.016997,-1.560873,1.327345,0.190492,0.001368
5998,49.983333,0.006629,0.999708,-0.016297,0.016550,-1.560492,1.326972,0.190692,0.001507
5999,49.991667,0.003130,0.999637,-0.020673,0.016985,-1.560864,1.327338,0.190503,0.001361
6000,50.000000,0.006661,0.999707,-0.016351,0.016561,-1.560489,1.326967,0.190698,0.001511
6001,50.008333,0.003182,0.999638,-0.020638,0.016990,-1.560860,1.327333,0.190511,0.001363
6002,50.016667,0.003016,0.999634,-0.020818,0.017001,-1.560878,1.327353,0.190500,0.001371
6003,50.025000,0.003256,0.999642,-0.020461,0.016957,-1.560834,1.327313,0.190523,0.001352
6004,50.033333,0.006644,0.999709,-0.016281,0.016543,-1.560488,1.326967,0.190701,0.001510
6005,50.041667,0.002979,0.999633,-0.020863,0.017017,-1.560889,1.327356,0.190494,0.001375
